,Year,County,State,Deaths,Population,Crude Rate,% Gun Ownership,Poverty %,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",# of Gun Laws,total_high_risk,total_dealer,total_ammo_regs,total_buyer,total_open_carry,total_background_checks,total_assault_large_mags,total_gun_trafficking,total_concealed_carry,total_syg,total_child_access_prev,total_preemption,total_immunity,total_domestic_violence,2013 Urbanization_Large Fringe Metro,2013 Urbanization_Medium Metro,2013 Urbanization_Micropolitan (Nonmetro),2013 Urbanization_NonCore (Nonmetro),2013 Urbanization_Small Metro,Education Year,Education Score
3147,2011,Autauga County,AL,10,55267,18.093980132809815,0.513,0.149,0.213,0.33799999999999997,0.26899999999999996,0.18,0.113,0.326,0.284,0.27699999999999997,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.4159999999999995
3148,2011,Baldwin County,AL,32,186717,17.138235939951905,0.513,0.134,0.18,0.29600000000000004,0.293,0.231,0.09699999999999999,0.276,0.313,0.313,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.575
3151,2011,Blount County,AL,10,57677,17.337933665065798,0.513,0.149,0.29600000000000004,0.36,0.248,0.096,0.198,0.34,0.335,0.126,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,2.144
3154,2011,Calhoun County,AL,24,117797,20.374033294566075,0.513,0.209,0.261,0.322,0.264,0.152,0.159,0.324,0.337,0.18,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.305
3168,2011,Cullman County,AL,12,80536,14.900168868580511,0.513,0.182,0.29600000000000004,0.32,0.265,0.11900000000000001,0.182,0.35600000000000004,0.324,0.13699999999999998,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.2070000000000003
3171,2011,DeKalb County,AL,15,71375,21.015761821366024,0.513,0.203,0.36200000000000004,0.34,0.215,0.083,0.259,0.33299999999999996,0.281,0.127,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,2.019
3174,2011,Etowah County,AL,21,104303,20.133649080083988,0.513,0.21,0.259,0.32299999999999995,0.284,0.134,0.155,0.32899999999999996,0.33899999999999997,0.177,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.2929999999999997
3176,2011,Franklin County,AL,11,31884,34.500062727386776,0.513,0.19899999999999998,0.379,0.305,0.21899999999999997,0.09699999999999999,0.23199999999999998,0.368,0.271,0.129,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,2.034
3181,2011,Houston County,AL,13,102369,12.699156971348748,0.513,0.175,0.235,0.304,0.27699999999999997,0.184,0.14300000000000002,0.316,0.33,0.21,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.41
3182,2011,Jackson County,AL,12,53291,22.51787356213995,0.513,0.179,0.33,0.349,0.217,0.10400000000000001,0.175,0.408,0.275,0.142,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.095
3183,2011,Jefferson County,AL,124,658931,18.818358826644975,0.513,0.187,0.191,0.27899999999999997,0.284,0.24600000000000002,0.10300000000000001,0.268,0.306,0.324,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2.585
3185,2011,Lauderdale County,AL,15,92781,16.167103178452486,0.513,0.16399999999999998,0.23600000000000002,0.341,0.23800000000000002,0.185,0.126,0.36,0.275,0.239,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.372
3187,2011,Lee County,AL,13,143468,9.061254077564335,0.513,0.214,0.18600000000000003,0.267,0.268,0.27899999999999997,0.095,0.24100000000000002,0.32299999999999995,0.341,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.6399999999999997
3191,2011,Madison County,AL,41,340111,12.054887963047358,0.513,0.138,0.146,0.21899999999999997,0.292,0.34299999999999997,0.08900000000000001,0.20800000000000002,0.28600000000000003,0.41700000000000004,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.832
3194,2011,Marshall County,AL,12,94166,12.74345305099505,0.513,0.191,0.306,0.305,0.25,0.139,0.191,0.311,0.305,0.192,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.222
3195,2011,Mobile County,AL,101,412577,24.480278832799694,0.513,0.19699999999999998,0.233,0.319,0.262,0.18600000000000003,0.138,0.335,0.298,0.22899999999999998,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.4010000000000002
3197,2011,Montgomery County,AL,43,232032,18.531926630809544,0.513,0.23199999999999998,0.19699999999999998,0.243,0.27399999999999997,0.285,0.14400000000000002,0.255,0.28,0.321,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.6449999999999996
3198,2011,Morgan County,AL,19,119953,15.83953715205122,0.513,0.168,0.237,0.303,0.276,0.184,0.16699999999999998,0.29600000000000004,0.32,0.217,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.407
3201,2011,Pike County,AL,11,32915,33.419413641197025,0.513,0.256,0.309,0.3,0.20600000000000002,0.184,0.19,0.33299999999999996,0.242,0.23600000000000002,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.263
3203,2011,Russell County,AL,15,54572,27.486623176720663,0.513,0.201,0.335,0.33,0.23800000000000002,0.09699999999999999,0.16699999999999998,0.32299999999999995,0.345,0.165,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.097
3204,2011,St. Clair County,AL,17,84398,20.14265740894334,0.513,0.17300000000000001,0.287,0.34600000000000003,0.256,0.111,0.152,0.36,0.32299999999999995,0.165,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,2.1910000000000003
3205,2011,Shelby County,AL,23,197936,11.619917549106782,0.513,0.081,0.132,0.23,0.271,0.368,0.078,0.203,0.297,0.42100000000000004,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,2.8770000000000002
3207,2011,Talladega County,AL,15,81664,18.36794670846395,0.513,0.262,0.303,0.344,0.24,0.11199999999999999,0.19,0.349,0.318,0.14300000000000002,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.159
3209,2011,Tuscaloosa County,AL,25,197211,12.676777664531897,0.513,0.20199999999999999,0.212,0.284,0.264,0.24,0.11599999999999999,0.299,0.28300000000000003,0.303,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.532
3217,2011,Bethel Census Area,AK,10,17416,57.418465778594395,0.627,0.235,0.29,0.386,0.193,0.131,0.18600000000000003,0.452,0.239,0.12300000000000001,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2.165
3221,2011,Fairbanks North Star Borough,AK,17,99192,17.138478909589484,0.627,0.095,0.08199999999999999,0.255,0.39299999999999996,0.27,0.055,0.223,0.397,0.326,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2.851
3225,2011,Kenai Peninsula Borough,AK,15,56293,26.646297052919543,0.627,0.106,0.115,0.318,0.364,0.203,0.07200000000000001,0.322,0.373,0.233,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2.6550000000000002
3229,2011,Matanuska-Susitna Borough,AK,17,91946,18.48911317512453,0.627,0.11599999999999999,0.11900000000000001,0.313,0.386,0.183,0.076,0.322,0.39,0.212,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.635
3246,2011,Apache County,AZ,11,72401,15.193160315465255,0.32899999999999996,0.365,0.364,0.249,0.27399999999999997,0.113,0.204,0.331,0.348,0.11699999999999999,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,2.1359999999999997
3247,2011,Cochise County,AZ,29,133289,21.757234280398233,0.32899999999999996,0.196,0.205,0.24600000000000002,0.36,0.188,0.128,0.235,0.40700000000000003,0.23,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0,2.529
3248,2011,Coconino County,AZ,18,134511,13.381805205522225,0.32899999999999996,0.21600000000000003,0.162,0.21600000000000003,0.322,0.299,0.10400000000000001,0.214,0.326,0.35600000000000004,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0,2.7560000000000002
3249,2011,Gila County,AZ,11,53144,20.69847960258919,0.32899999999999996,0.257,0.218,0.287,0.35700000000000004,0.139,0.147,0.28600000000000003,0.382,0.185,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0,2.419
3253,2011,Maricopa County,AZ,522,3880244,13.452762248971974,0.32899999999999996,0.174,0.175,0.231,0.335,0.259,0.126,0.226,0.32799999999999996,0.32,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,2.678
3254,2011,Mohave County,AZ,38,202351,18.779249917223044,0.32899999999999996,0.217,0.225,0.349,0.327,0.099,0.147,0.348,0.376,0.129,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0,2.3
3255,2011,Navajo County,AZ,22,107398,20.484552784968063,0.32899999999999996,0.324,0.28800000000000003,0.27699999999999997,0.312,0.12300000000000001,0.172,0.301,0.369,0.158,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0,2.27
3256,2011,Pima County,AZ,175,989569,17.68446667185411,0.32899999999999996,0.204,0.166,0.233,0.33399999999999996,0.267,0.11699999999999999,0.225,0.34,0.319,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,2.702
3257,2011,Pinal County,AZ,45,382992,11.749592680787066,0.32899999999999996,0.174,0.273,0.304,0.304,0.11900000000000001,0.146,0.297,0.368,0.19,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,2.269
3259,2011,Yavapai County,AZ,57,211888,26.90100430416069,0.32899999999999996,0.184,0.153,0.282,0.354,0.21100000000000002,0.09699999999999999,0.257,0.39399999999999996,0.252,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0,2.623
3260,2011,Yuma County,AZ,21,200870,10.45452282570817,0.32899999999999996,0.223,0.342,0.257,0.282,0.11800000000000001,0.27899999999999997,0.259,0.314,0.14800000000000002,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0,2.174
3264,2011,Benton County,AR,29,227556,12.744115734148956,0.527,0.121,0.196,0.32799999999999996,0.273,0.203,0.11900000000000001,0.29100000000000004,0.265,0.324,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.4829999999999997
3276,2011,Craighead County,AR,10,98315,10.171387885877028,0.527,0.20600000000000002,0.22699999999999998,0.32799999999999996,0.23600000000000002,0.209,0.109,0.341,0.287,0.263,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.427
3278,2011,Crittenden County,AR,11,50525,21.77140029688273,0.527,0.266,0.308,0.331,0.233,0.128,0.17600000000000002,0.35,0.294,0.18,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,2.181
3283,2011,Faulkner County,AR,10,116342,8.595348197555484,0.527,0.147,0.16699999999999998,0.313,0.268,0.252,0.087,0.305,0.307,0.3,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.605
3286,2011,Garland County,AR,15,97124,15.44417445739467,0.527,0.209,0.217,0.32799999999999996,0.276,0.18,0.11599999999999999,0.315,0.36700000000000005,0.20199999999999999,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.4210000000000003
3295,2011,Jefferson County,AR,25,76246,32.78860530388479,0.527,0.243,0.252,0.348,0.243,0.157,0.14,0.385,0.297,0.17800000000000002,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.305
3303,2011,Lonoke County,AR,16,69341,23.074371583911397,0.527,0.13699999999999998,0.22399999999999998,0.35700000000000004,0.27399999999999997,0.146,0.113,0.35100000000000003,0.33299999999999996,0.203,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.344
3307,2011,Mississippi County,AR,12,45966,26.106252447461166,0.527,0.254,0.353,0.321,0.213,0.113,0.193,0.386,0.293,0.128,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.086
3314,2011,Phillips County,AR,14,21442,65.29241675216863,0.527,0.34,0.37799999999999995,0.265,0.23399999999999999,0.124,0.21600000000000003,0.301,0.34299999999999997,0.14,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.106
3316,2011,Poinsett County,AR,10,24514,40.79301623562046,0.527,0.25,0.38,0.395,0.162,0.063,0.19399999999999998,0.44299999999999995,0.263,0.10099999999999999,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1.908
3320,2011,Pulaski County,AR,67,386299,17.344078032819137,0.527,0.166,0.156,0.271,0.292,0.281,0.096,0.262,0.302,0.341,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.698
3323,2011,Saline County,AR,14,109526,12.782353048591203,0.527,0.1,0.177,0.377,0.28300000000000003,0.16399999999999998,0.096,0.315,0.32899999999999996,0.261,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.436
3326,2011,Sebastian County,AR,13,127127,10.225994477962983,0.527,0.212,0.23399999999999999,0.312,0.28800000000000003,0.166,0.168,0.32,0.314,0.19699999999999998,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.386
3332,2011,Washington County,AR,17,207521,8.191942020325653,0.527,0.201,0.205,0.305,0.245,0.245,0.15,0.263,0.258,0.32799999999999996,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.53
3333,2011,White County,AR,12,78167,15.351746900866095,0.527,0.18,0.271,0.35700000000000004,0.217,0.155,0.146,0.384,0.256,0.214,13.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.2560000000000002
3336,2011,Alameda County,CA,156,1529875,10.196911512378461,0.16,0.132,0.17600000000000002,0.19,0.284,0.349,0.12,0.17600000000000002,0.244,0.46,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.804
3339,2011,Butte County,CA,31,220266,14.073892475461488,0.16,0.226,0.177,0.243,0.361,0.218,0.107,0.22699999999999998,0.4,0.265,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,1,0,2.618
3340,2011,Calaveras County,CA,11,45052,24.416230134067302,0.16,0.125,0.14300000000000002,0.28600000000000003,0.4,0.171,0.096,0.276,0.44,0.187,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,1,0,0,2.599
3342,2011,Contra Costa County,CA,110,1066096,10.318020140775316,0.16,0.11900000000000001,0.131,0.198,0.321,0.35,0.106,0.17600000000000002,0.301,0.41700000000000004,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,1,0,0,0,0,0,2.89
3344,2011,El Dorado County,CA,23,180938,12.711536548430955,0.16,0.10300000000000001,0.109,0.222,0.40299999999999997,0.265,0.069,0.212,0.382,0.337,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,1,0,0,0,0,0,2.822
3345,2011,Fresno County,CA,74,942904,7.8480948219543025,0.16,0.258,0.325,0.21100000000000002,0.289,0.175,0.247,0.22899999999999998,0.317,0.207,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.314
3347,2011,Humboldt County,CA,15,134761,11.130816779335268,0.16,0.21100000000000002,0.151,0.257,0.36200000000000004,0.23,0.09699999999999999,0.235,0.371,0.298,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,1,0,0,0,2.6710000000000003
3348,2011,Imperial County,CA,12,177057,6.777478439146716,0.16,0.26,0.41,0.22,0.267,0.10300000000000001,0.31,0.245,0.3,0.145,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,1,0,2.063
3350,2011,Kern County,CA,82,851710,9.627690176233695,0.16,0.24600000000000002,0.315,0.254,0.29600000000000004,0.135,0.262,0.27699999999999997,0.3,0.161,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.2510000000000003
3351,2011,Kings County,CA,12,153765,7.804116671544239,0.16,0.212,0.312,0.289,0.295,0.10400000000000001,0.263,0.255,0.34700000000000003,0.135,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,1,0,2.191
3352,2011,Lake County,CA,10,64323,15.546538563188907,0.16,0.23,0.22699999999999998,0.298,0.354,0.121,0.14800000000000002,0.301,0.39299999999999996,0.158,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,1,0,0,0,2.3689999999999998
3354,2011,Los Angeles County,CA,748,9889056,7.563917122119645,0.16,0.184,0.301,0.188,0.262,0.249,0.213,0.207,0.262,0.318,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.459
3355,2011,Madera County,CA,18,152925,11.77047572339382,0.16,0.23600000000000002,0.34600000000000003,0.253,0.281,0.12,0.281,0.25,0.324,0.145,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,1,0,2.1750000000000003
3356,2011,Marin County,CA,15,255031,5.881637918527551,0.16,0.094,0.08800000000000001,0.124,0.275,0.513,0.068,0.109,0.235,0.588,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,1,0,0,0,0,0,3.213
3358,2011,Mendocino County,CA,16,87553,18.27464507212774,0.16,0.20199999999999999,0.192,0.26,0.34600000000000003,0.20199999999999999,0.131,0.258,0.365,0.247,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,1,0,0,0,2.558
3359,2011,Merced County,CA,23,259898,8.849625622359541,0.16,0.268,0.36200000000000004,0.239,0.289,0.11,0.306,0.258,0.29600000000000004,0.14,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.1470000000000002
3362,2011,Monterey County,CA,41,421898,9.71798870817117,0.16,0.171,0.316,0.18600000000000003,0.27399999999999997,0.225,0.287,0.204,0.264,0.245,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.4099999999999997
3364,2011,Nevada County,CA,22,98612,22.309658053786556,0.16,0.121,0.09699999999999999,0.23800000000000002,0.40399999999999997,0.261,0.057999999999999996,0.184,0.392,0.366,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,1,0,0,0,2.829
3365,2011,Orange County,CA,161,3055745,5.2687642457076755,0.16,0.13,0.205,0.175,0.312,0.308,0.149,0.171,0.281,0.39899999999999997,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.723
3366,2011,Placer County,CA,35,357138,9.800133281812633,0.16,0.085,0.095,0.213,0.389,0.303,0.054000000000000006,0.182,0.37799999999999995,0.386,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,1,0,0,0,0,0,2.9000000000000004
3368,2011,Riverside County,CA,151,2239620,6.742215197220957,0.16,0.16899999999999998,0.25,0.247,0.337,0.166,0.183,0.26899999999999996,0.33,0.218,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.419
3369,2011,Sacramento County,CA,130,1436105,9.05226289164093,0.16,0.177,0.16699999999999998,0.22899999999999998,0.35600000000000004,0.248,0.126,0.223,0.34600000000000003,0.304,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.685
3371,2011,San Bernardino County,CA,165,2065377,7.988856271760555,0.16,0.19399999999999998,0.258,0.25,0.33299999999999996,0.159,0.205,0.265,0.32799999999999996,0.203,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,1,0,0,0,0,0,2.393
3372,2011,San Diego County,CA,208,3140069,6.624058261140121,0.16,0.152,0.174,0.19899999999999998,0.332,0.295,0.129,0.184,0.306,0.381,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.748
3373,2011,San Francisco County,CA,62,812826,7.6277087593162625,0.16,0.138,0.188,0.139,0.223,0.45,0.115,0.12300000000000001,0.191,0.5710000000000001,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.935
3374,2011,San Joaquin County,CA,105,696214,15.08156974723289,0.16,0.182,0.28800000000000003,0.252,0.315,0.145,0.21100000000000002,0.282,0.322,0.184,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.317
3375,2011,San Luis Obispo County,CA,22,271969,8.089157220124353,0.16,0.151,0.14400000000000002,0.218,0.371,0.267,0.091,0.198,0.364,0.34600000000000003,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.761
3376,2011,San Mateo County,CA,35,727209,4.81292173226679,0.16,0.079,0.147,0.175,0.28800000000000003,0.39,0.10800000000000001,0.15,0.242,0.499,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,1,0,0,0,0,0,2.9210000000000003
3377,2011,Santa Barbara County,CA,25,426878,5.856474215115326,0.16,0.154,0.20800000000000002,0.19,0.308,0.294,0.19,0.179,0.292,0.33799999999999997,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.6879999999999997
3378,2011,Santa Clara County,CA,91,1809378,5.029352628361791,0.16,0.107,0.166,0.159,0.27,0.405,0.11900000000000001,0.145,0.223,0.513,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,0,0,0,0,0,2.914
3379,2011,Santa Cruz County,CA,20,264298,7.567215794292806,0.16,0.149,0.168,0.166,0.325,0.342,0.136,0.158,0.306,0.4,94.0,7.0,14.0,4.0,8.0,4.0,11.0,7.0,5.0,6.0,1.0,7.0,2.0,1.0,17.0,0,1,0,0,0,0,2.843
