,Year,County,State,Deaths,Population,Crude Rate,% Gun Ownership,Poverty %,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",# of Gun Laws,total_high_risk,total_dealer,total_ammo_regs,total_buyer,total_open_carry,total_background_checks,total_assault_large_mags,total_gun_trafficking,total_concealed_carry,total_syg,total_child_access_prev,total_preemption,total_immunity,total_domestic_violence,2013 Urbanization_Large Fringe Metro,2013 Urbanization_Medium Metro,2013 Urbanization_Micropolitan (Nonmetro),2013 Urbanization_NonCore (Nonmetro),2013 Urbanization_Small Metro,Education Year,Education Score
5722,2011,Coryell County,TX,10,76508,13.070528572175458,0.37799999999999995,0.161,0.18899999999999997,0.321,0.366,0.124,0.11900000000000001,0.28,0.445,0.157,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.425
5729,2011,Dallas County,TX,240,2416014,9.933717271505877,0.37799999999999995,0.2,0.25,0.217,0.263,0.27,0.213,0.226,0.254,0.307,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,2.553
5733,2011,Denton County,TX,44,686406,6.410200377036331,0.37799999999999995,0.094,0.106,0.19899999999999998,0.32799999999999996,0.366,0.075,0.18100000000000002,0.299,0.445,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.952
5740,2011,Ector County,TX,10,140111,7.137198364154134,0.37799999999999995,0.158,0.32,0.268,0.292,0.12,0.239,0.301,0.304,0.156,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,1,0,2.2119999999999997
5742,2011,Ellis County,TX,20,152753,13.093032542732384,0.37799999999999995,0.126,0.222,0.308,0.299,0.171,0.14300000000000002,0.28300000000000003,0.34299999999999997,0.231,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.419
5743,2011,El Paso County,TX,42,820790,5.117021406206216,0.37799999999999995,0.24600000000000002,0.342,0.225,0.266,0.166,0.225,0.239,0.309,0.228,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.254
5751,2011,Fort Bend County,TX,32,606953,5.272236894784275,0.37799999999999995,0.08900000000000001,0.157,0.19399999999999998,0.28,0.369,0.098,0.177,0.263,0.461,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.8609999999999998
5756,2011,Galveston County,TX,41,295747,13.863200641088499,0.37799999999999995,0.149,0.191,0.264,0.318,0.22699999999999998,0.11800000000000001,0.255,0.327,0.3,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.581
5763,2011,Grayson County,TX,24,121419,19.76626392903911,0.37799999999999995,0.165,0.198,0.3,0.33,0.172,0.114,0.309,0.37200000000000005,0.205,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,1,0,2.476
5764,2011,Gregg County,TX,19,123081,15.436988649750978,0.37799999999999995,0.177,0.209,0.27699999999999997,0.319,0.195,0.162,0.287,0.344,0.20800000000000002,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,1,0,2.5
5766,2011,Guadalupe County,TX,16,135757,11.785764269982396,0.37799999999999995,0.10800000000000001,0.21899999999999997,0.301,0.289,0.191,0.114,0.309,0.302,0.275,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.452
5773,2011,Harris County,TX,496,4180894,11.863491396816087,0.37799999999999995,0.19399999999999998,0.254,0.21600000000000003,0.261,0.26899999999999996,0.191,0.23199999999999998,0.268,0.31,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,2.545
5774,2011,Harrison County,TX,11,66296,16.59225292627006,0.37799999999999995,0.16399999999999998,0.217,0.341,0.28800000000000003,0.154,0.151,0.34299999999999997,0.315,0.191,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,1,0,0,0,2.379
5777,2011,Hays County,TX,23,164050,14.020115818348064,0.37799999999999995,0.149,0.153,0.22899999999999998,0.304,0.313,0.105,0.223,0.297,0.374,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.775
5779,2011,Henderson County,TX,20,78826,25.37233907593941,0.37799999999999995,0.163,0.265,0.32299999999999995,0.29100000000000004,0.121,0.165,0.337,0.316,0.182,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,1,0,0,0,2.268
5780,2011,Hidalgo County,TX,37,797810,4.637695691956731,0.37799999999999995,0.373,0.495,0.20199999999999999,0.17300000000000001,0.129,0.355,0.23199999999999998,0.22899999999999998,0.184,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,1.9340000000000002
5788,2011,Hunt County,TX,15,86531,17.33482798072367,0.37799999999999995,0.16399999999999998,0.231,0.34299999999999997,0.258,0.168,0.15,0.349,0.308,0.193,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.363
5795,2011,Jefferson County,TX,26,252802,10.284728760057277,0.37799999999999995,0.2,0.215,0.331,0.29,0.163,0.16,0.326,0.319,0.196,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.399
5798,2011,Johnson County,TX,14,152734,9.166262914609714,0.37799999999999995,0.131,0.22399999999999998,0.332,0.306,0.138,0.152,0.33799999999999997,0.327,0.183,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.358
5801,2011,Kaufman County,TX,10,105358,9.491448205167146,0.37799999999999995,0.124,0.255,0.33799999999999997,0.284,0.12300000000000001,0.138,0.331,0.32299999999999995,0.207,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.275
5824,2011,Lubbock County,TX,25,283910,8.805607410799196,0.37799999999999995,0.204,0.21600000000000003,0.253,0.287,0.244,0.142,0.263,0.305,0.29100000000000004,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.559
5827,2011,McLennan County,TX,25,238564,10.479368219848762,0.37799999999999995,0.237,0.23399999999999999,0.27899999999999997,0.29600000000000004,0.191,0.157,0.276,0.331,0.237,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.444
5833,2011,Matagorda County,TX,10,36809,27.167268874460053,0.37799999999999995,0.204,0.297,0.312,0.266,0.125,0.217,0.317,0.299,0.16699999999999998,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,1,0,0,0,2.2190000000000003
5837,2011,Midland County,TX,26,140308,18.530661116971235,0.37799999999999995,0.128,0.20800000000000002,0.22899999999999998,0.314,0.248,0.162,0.259,0.306,0.27399999999999997,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,1,0,2.5999999999999996
5842,2011,Montgomery County,TX,67,471734,14.202919441888861,0.37799999999999995,0.13699999999999998,0.184,0.27399999999999997,0.289,0.253,0.126,0.223,0.304,0.34700000000000003,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.6109999999999998
5850,2011,Nueces County,TX,31,343281,9.03050270769428,0.37799999999999995,0.2,0.256,0.25,0.306,0.188,0.17600000000000002,0.289,0.32,0.215,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.426
5853,2011,Orange County,TX,15,82487,18.184683647120153,0.37799999999999995,0.161,0.21,0.387,0.293,0.11,0.11699999999999999,0.38799999999999996,0.34299999999999997,0.153,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.303
5856,2011,Parker County,TX,19,118376,16.050550787321754,0.37799999999999995,0.107,0.195,0.304,0.315,0.18600000000000003,0.109,0.28800000000000003,0.335,0.268,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.492
5860,2011,Potter County,TX,15,122285,12.266426789876109,0.37799999999999995,0.228,0.289,0.293,0.28300000000000003,0.135,0.226,0.316,0.31,0.14800000000000002,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.2640000000000002
5863,2011,Randall County,TX,18,123351,14.592504316949192,0.37799999999999995,0.099,0.105,0.23399999999999999,0.37200000000000005,0.289,0.081,0.21899999999999997,0.379,0.32,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.8449999999999998
5884,2011,Smith County,TX,23,213381,10.778841602579424,0.37799999999999995,0.171,0.198,0.248,0.32799999999999996,0.225,0.14800000000000002,0.242,0.35200000000000004,0.258,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,1,0,2.578
5892,2011,Tarrant County,TX,182,1849815,9.83882172000984,0.37799999999999995,0.168,0.187,0.235,0.312,0.266,0.14400000000000002,0.24,0.302,0.315,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,2.657
5893,2011,Taylor County,TX,19,132755,14.312078641105796,0.37799999999999995,0.168,0.188,0.284,0.303,0.225,0.11599999999999999,0.301,0.337,0.245,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,1,0,2.565
5899,2011,Travis County,TX,70,1063130,6.58433117304563,0.37799999999999995,0.18100000000000002,0.153,0.17300000000000001,0.267,0.406,0.109,0.168,0.237,0.486,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,0,0,2.9240000000000004
5906,2011,Van Zandt County,TX,12,52776,22.737608003638016,0.37799999999999995,0.175,0.28,0.344,0.261,0.11599999999999999,0.165,0.33299999999999996,0.332,0.171,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,1,0,0,2.215
5912,2011,Webb County,TX,17,256496,6.627783669141039,0.37799999999999995,0.321,0.47,0.179,0.21100000000000002,0.139,0.327,0.264,0.225,0.184,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,0,2.017
5915,2011,Wichita County,TX,14,130698,10.711717088249246,0.37799999999999995,0.162,0.201,0.298,0.301,0.2,0.135,0.316,0.318,0.23,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,0,1,0,2.5
5918,2011,Williamson County,TX,30,442782,6.7753431711316185,0.37799999999999995,0.07400000000000001,0.11199999999999999,0.222,0.33,0.336,0.068,0.204,0.317,0.41100000000000003,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,1,0,0,0,0,0,2.89
5922,2011,Wood County,TX,10,42164,23.716914903709323,0.37799999999999995,0.17600000000000002,0.237,0.32799999999999996,0.289,0.145,0.152,0.342,0.342,0.16399999999999998,20.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,0,0,0,1,0,0,2.34
5932,2011,Davis County,UT,16,311811,5.131313520049003,0.392,0.083,0.078,0.233,0.401,0.28800000000000003,0.045,0.209,0.371,0.375,11.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.899
5937,2011,Iron County,UT,11,46740,23.534445870774498,0.392,0.21100000000000002,0.114,0.24100000000000002,0.408,0.23800000000000002,0.07200000000000001,0.252,0.385,0.29100000000000004,11.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,2.7720000000000002
5944,2011,Salt Lake County,UT,115,1048985,10.962978498262606,0.392,0.145,0.132,0.24,0.354,0.27399999999999997,0.096,0.228,0.332,0.345,11.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2.7699999999999996
5951,2011,Utah County,UT,40,530499,7.540070763564116,0.392,0.14300000000000002,0.091,0.192,0.40299999999999997,0.315,0.057999999999999996,0.163,0.37799999999999995,0.401,11.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.944
5953,2011,Washington County,UT,25,141666,17.647141868902914,0.392,0.157,0.124,0.267,0.39899999999999997,0.21,0.075,0.233,0.415,0.27699999999999997,11.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.695
5955,2011,Weber County,UT,25,234420,10.664619059807185,0.392,0.132,0.15,0.276,0.375,0.19899999999999998,0.09699999999999999,0.294,0.371,0.23800000000000002,11.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,2.6229999999999998
5959,2011,Chittenden County,VT,10,157491,6.349569181731019,0.47200000000000003,0.105,0.094,0.235,0.259,0.41200000000000003,0.059000000000000004,0.192,0.242,0.507,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,2.989
5970,2011,Accomack County,VA,11,33336,32.99736021118311,0.413,0.193,0.321,0.341,0.203,0.135,0.187,0.38799999999999996,0.239,0.185,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2.152
5971,2011,Albemarle County,VA,12,100553,11.934004952612055,0.413,0.09699999999999999,0.126,0.17800000000000002,0.22,0.47700000000000004,0.086,0.166,0.213,0.535,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.0500000000000003
5977,2011,Augusta County,VA,12,73549,16.315653509904962,0.413,0.1,0.218,0.402,0.225,0.154,0.126,0.382,0.257,0.235,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2.313
5990,2011,Chesterfield County,VA,35,320277,10.92804041501575,0.413,0.07200000000000001,0.11900000000000001,0.248,0.307,0.326,0.079,0.23399999999999999,0.28800000000000003,0.39899999999999997,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.84
5998,2011,Fairfax County,VA,43,1100692,3.906633281608298,0.413,0.068,0.09300000000000001,0.139,0.221,0.5479999999999999,0.079,0.128,0.182,0.611,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,3.226
6003,2011,Frederick County,VA,10,79666,12.552406296286998,0.413,0.08900000000000001,0.214,0.35700000000000004,0.243,0.18600000000000003,0.114,0.326,0.28,0.281,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2.4010000000000002
6011,2011,Hanover County,VA,13,100342,12.95569153495047,0.413,0.061,0.134,0.28800000000000003,0.29100000000000004,0.287,0.069,0.256,0.28300000000000003,0.392,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.731
6012,2011,Henrico County,VA,31,310445,9.985665737892381,0.413,0.10800000000000001,0.134,0.237,0.28,0.349,0.085,0.217,0.268,0.429,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.844
6013,2011,Henry County,VA,17,53741,31.633203699224055,0.413,0.205,0.35100000000000003,0.327,0.228,0.094,0.212,0.34299999999999997,0.318,0.128,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2.065
6022,2011,Loudoun County,VA,22,325405,6.760805765123462,0.413,0.04,0.075,0.177,0.27699999999999997,0.47200000000000003,0.065,0.124,0.203,0.608,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,3.148
6042,2011,Prince William County,VA,18,419006,4.29588120456509,0.413,0.069,0.11199999999999999,0.249,0.324,0.315,0.115,0.207,0.27699999999999997,0.401,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.8419999999999996
6054,2011,Spotsylvania County,VA,13,124327,10.456296701440555,0.413,0.076,0.162,0.316,0.294,0.228,0.098,0.29600000000000004,0.29100000000000004,0.315,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.588
6064,2011,York County,VA,10,66134,15.12081531436175,0.413,0.054000000000000006,0.083,0.21100000000000002,0.332,0.374,0.055999999999999994,0.18100000000000002,0.308,0.45399999999999996,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.997
6065,2011,Alexandria city,VA,10,144301,6.929958905343692,0.413,0.081,0.132,0.127,0.19899999999999998,0.5429999999999999,0.075,0.12,0.184,0.621,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.155
6070,2011,Chesapeake city,VA,20,225050,8.886914019106865,0.413,0.09300000000000001,0.149,0.278,0.327,0.247,0.078,0.25,0.34700000000000003,0.325,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.6740000000000004
6074,2011,Danville city,VA,12,42852,28.00336040324839,0.413,0.265,0.315,0.307,0.239,0.139,0.18,0.298,0.33899999999999997,0.184,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2.202
6081,2011,Hampton city,VA,13,136401,9.53072191552848,0.413,0.153,0.145,0.28,0.35700000000000004,0.218,0.08800000000000001,0.282,0.36200000000000004,0.268,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.648
6089,2011,Newport News city,VA,23,179611,12.805451781906452,0.413,0.155,0.155,0.301,0.345,0.19899999999999998,0.099,0.28600000000000003,0.36,0.255,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.5879999999999996
6090,2011,Norfolk city,VA,36,242628,14.837529056827735,0.413,0.203,0.21600000000000003,0.29600000000000004,0.292,0.196,0.12300000000000001,0.256,0.341,0.28,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.468
6094,2011,Portsmouth city,VA,15,95684,15.676602148739601,0.413,0.18,0.248,0.294,0.32,0.138,0.125,0.298,0.365,0.213,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.348
6096,2011,Richmond city,VA,44,205533,21.407754472517794,0.413,0.264,0.248,0.23600000000000002,0.221,0.295,0.15,0.223,0.242,0.385,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.5629999999999997
6097,2011,Roanoke city,VA,13,96714,13.441694067043034,0.413,0.195,0.24,0.304,0.26899999999999996,0.187,0.145,0.327,0.29,0.23800000000000002,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.4029999999999996
6100,2011,Suffolk city,VA,13,84930,15.306723183798422,0.413,0.122,0.23199999999999998,0.29600000000000004,0.299,0.17300000000000001,0.11199999999999999,0.281,0.326,0.281,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.4130000000000003
6101,2011,Virginia Beach city,VA,46,442707,10.39061952939529,0.413,0.08900000000000001,0.096,0.259,0.364,0.281,0.068,0.214,0.366,0.35200000000000004,13.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.83
6107,2011,Benton County,WA,19,180678,10.51594549419409,0.335,0.11699999999999999,0.149,0.24,0.348,0.263,0.099,0.243,0.359,0.3,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.725
6108,2011,Chelan County,WA,10,73477,13.609700994869142,0.335,0.159,0.209,0.257,0.314,0.21899999999999997,0.16699999999999998,0.272,0.295,0.267,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,0,0,0,1,0,2.541
6109,2011,Clallam County,WA,13,71838,18.096272167933407,0.335,0.132,0.145,0.278,0.37,0.20800000000000002,0.073,0.262,0.405,0.261,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,2.643
6110,2011,Clark County,WA,30,433418,6.921724524592888,0.335,0.13699999999999998,0.122,0.27,0.387,0.221,0.077,0.239,0.386,0.298,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,2.707
6117,2011,Grant County,WA,11,91265,12.052813236180354,0.335,0.203,0.278,0.278,0.307,0.13699999999999998,0.239,0.266,0.319,0.17600000000000002,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,2.303
6121,2011,King County,WA,135,1969722,6.853759058384888,0.335,0.121,0.09699999999999999,0.192,0.311,0.4,0.07,0.152,0.263,0.514,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,0,0,0,0,0,3.0140000000000002
6122,2011,Kitsap County,WA,22,254633,8.6398856393319,0.335,0.11,0.092,0.254,0.4,0.253,0.055999999999999994,0.226,0.396,0.322,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.8120000000000003
6128,2011,Okanogan County,WA,10,41411,24.148173190698124,0.335,0.217,0.23399999999999999,0.308,0.299,0.159,0.165,0.301,0.344,0.19,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,2.383
6131,2011,Pierce County,WA,91,807904,11.263714500732759,0.335,0.127,0.131,0.298,0.365,0.20600000000000002,0.087,0.275,0.374,0.264,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,2.646
6133,2011,Skagit County,WA,12,118109,10.160106342446385,0.335,0.15,0.16,0.263,0.368,0.20800000000000002,0.10300000000000001,0.263,0.371,0.263,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,0,0,0,1,0,2.622
6135,2011,Snohomish County,WA,49,722400,6.782945736434108,0.335,0.11,0.10800000000000001,0.259,0.38799999999999996,0.244,0.078,0.23800000000000002,0.366,0.319,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,2.766
6136,2011,Spokane County,WA,44,473761,9.287383300862672,0.335,0.152,0.109,0.268,0.373,0.25,0.063,0.23600000000000002,0.397,0.304,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.7640000000000002
6137,2011,Stevens County,WA,10,43496,22.99061982711054,0.335,0.203,0.146,0.355,0.34600000000000003,0.153,0.095,0.345,0.375,0.185,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.5060000000000002
6138,2011,Thurston County,WA,27,256591,10.522582631503052,0.335,0.128,0.105,0.23800000000000002,0.359,0.298,0.06,0.213,0.37,0.35700000000000004,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.8499999999999996
6141,2011,Whatcom County,WA,14,203663,6.8741008430593675,0.335,0.156,0.125,0.276,0.327,0.272,0.077,0.233,0.35100000000000003,0.33899999999999997,25.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,7.0,0,0,0,0,1,0,2.7460000000000004
